Date,VOO,SPY,IVV,VXX,HYG,LQD,IEF,CAR,CVNA,AEVA,CYN,IBIT,MSTR
2015-03-03,160.96037,176.32008,177.11404,,52.85946,84.62521,85.74093,58.61212,,,,,17.91900
2015-03-04,160.28708,175.57680,176.37260,,52.76091,84.56895,85.80539,57.66201,,,,,17.46800
2015-03-05,160.46169,175.76895,176.55586,,52.85946,84.68149,85.85374,57.60500,,,,,17.03000
2015-03-06,158.19240,173.29686,174.09819,,52.52327,83.78143,84.97571,57.44349,,,,,16.17200
2015-03-09,158.86568,174.01509,174.82303,,52.41315,84.11897,85.37040,57.37698,,,,,16.48600
2015-03-10,156.25560,171.19218,171.96559,,52.21030,84.25254,85.73289,56.01833,,,,,16.10400
2015-03-11,155.88988,170.79132,171.59898,,52.35519,84.68149,85.88591,57.10144,,,,,16.02100
2015-03-12,157.90146,172.96278,173.74008,,52.45951,84.59706,85.96648,57.00644,,,,,16.30300
2015-03-13,156.93723,171.90205,172.67368,,52.27983,84.35799,85.83759,55.32475,,,,,16.42600
2015-03-16,159.08185,174.19881,175.06465,,52.22769,84.44241,86.13567,55.41026,,,,,16.84100
2015-03-17,158.54146,173.68105,174.47308,,51.96683,84.58298,86.31285,55.41976,,,,,16.99600
2015-03-18,160.42839,175.76895,176.53087,,52.43054,85.62371,87.30368,57.02544,,,,,17.32400
2015-03-19,159.68863,174.96716,175.77274,,52.01320,85.18773,86.89286,55.98982,,,,,17.37800
2015-03-20,161.13496,176.51152,177.32236,,52.41897,85.42683,87.24727,55.94232,,,,,17.47600
2015-03-23,160.84590,176.16760,177.03073,,52.45951,85.62371,87.36008,55.59077,,,,,17.43500
2015-03-24,159.91008,175.17776,175.92270,,52.54065,85.75025,87.62592,54.91620,,,,,17.25000
2015-03-25,157.57916,172.61069,173.42996,,52.40154,85.46899,87.24727,54.16562,,,,,16.69600
2015-03-26,157.18646,172.19966,173.00307,,52.39578,84.94165,86.75592,53.70006,,,,,16.95400
2015-03-27,157.51234,172.59393,173.35464,,52.43635,85.27917,87.09425,53.97560,,,,,17.01300
2015-03-30,159.47574,174.69954,175.46400,,52.58124,85.42683,87.08619,55.66679,,,,,17.09100
2015-03-31,158.07207,173.17276,173.96570,,52.51748,85.58149,87.31172,56.07533,,,,,16.91900
2015-04-01,157.56247,172.56039,173.42160,,52.62578,85.82758,87.72723,55.82830,,,,,16.91600
2015-04-02,158.03030,173.18114,173.90710,,52.66653,85.68656,87.47710,54.57416,,,,,16.95200
2015-04-06,159.14149,174.34723,175.17941,,52.80042,85.79935,87.59007,53.71907,,,,,17.00200
2015-04-07,158.71542,173.88580,174.66046,,53.07990,86.10960,87.66268,52.76896,,,,,17.02800
2015-04-08,159.29195,174.47307,175.28824,,53.06823,86.08136,87.58202,52.92097,,,,,17.20700
2015-04-09,159.98535,175.24486,176.05830,,53.01585,85.64426,87.22701,52.13239,,,,,17.39900
2015-04-10,160.86258,176.20116,176.97906,,53.13811,85.76414,87.20284,52.25590,,,,,17.59900
2015-04-13,160.13574,175.40424,176.16716,,53.03915,85.73591,87.38027,52.15139,,,,,17.19600
2015-04-14,160.42815,175.73981,176.47688,,53.06244,85.93338,87.63847,51.67633,,,,,17.11200
2015-04-15,161.16338,176.52835,177.38087,,53.27201,85.98970,87.68696,52.66445,,,,,17.33900
2015-04-16,161.10489,176.47798,177.29710,,53.16140,85.94041,87.75145,53.24401,,,,,17.33500
2015-04-17,159.23335,174.44788,175.24637,,52.99837,86.17305,87.92898,53.00648,,,,,17.06500
2015-04-20,160.68716,176.04176,176.85347,,53.11482,85.96858,87.76760,53.10149,,,,,17.12200
2015-04-21,160.52840,175.83209,176.66936,,53.14975,85.94747,87.58202,53.15850,,,,,17.53900
2015-04-22,161.32211,176.69614,177.52316,,53.09737,85.39046,87.07368,53.07299,,,,,17.63200
2015-04-23,161.73984,177.14073,177.96683,,53.07990,85.60899,87.33998,54.04210,,,,,17.66300
2015-04-24,162.06572,177.55177,178.36024,,53.16721,85.77122,87.64657,52.90197,,,,,17.50900
2015-04-27,161.42238,176.81357,177.65712,,53.18469,85.70774,87.50940,52.40792,,,,,17.35600
2015-04-28,161.92368,177.37561,178.14261,,53.10316,85.20010,87.10601,52.23690,,,,,16.97000
2015-04-29,161.26361,176.64577,177.44785,,53.00418,84.49501,86.78320,52.13239,,,,,18.70700
2015-04-30,159.65952,174.87573,175.65654,,52.97510,84.56551,86.75905,51.43881,,,,,18.21200
2015-05-01,161.33046,176.77164,177.55666,,53.09323,84.09886,86.28469,52.57894,,,,,18.26800
2015-05-04,161.83171,177.27495,178.12581,,53.08152,83.83025,86.10695,52.97798,,,,,18.13000
2015-05-05,159.94362,175.24486,176.06668,,53.01133,83.68880,85.96152,51.03026,,,,,17.90000
2015-05-06,159.30025,174.52339,175.33844,,52.85345,83.32823,85.54131,49.90913,,,,,17.93500
2015-05-07,159.94362,175.21964,176.02487,,52.84763,83.66054,85.90491,50.47920,,,,,17.75400
2015-05-08,162.04062,177.52664,178.31833,,53.26281,84.14135,86.23622,50.78323,,,,,18.08400
2015-05-11,161.26361,176.67929,177.45622,,52.92946,83.29286,85.38776,50.65972,,,,,18.10600
2015-05-12,160.79575,176.15086,176.91212,,52.92361,83.17271,85.45241,48.44597,,,,,17.75800
2015-05-13,160.84590,176.18440,176.97906,,52.84763,83.09491,85.33932,47.83790,,,,,17.74300
2015-05-14,162.52518,178.02155,178.87085,,53.10491,83.37777,85.63018,48.52198,,,,,17.98200
2015-05-15,162.69228,178.21451,179.05499,,53.22186,83.95747,86.24432,53.48154,,,,,17.88000
2015-05-18,163.19353,178.76819,179.58231,,53.13416,83.31416,85.66249,52.65495,,,,,17.91000
2015-05-19,163.11002,178.70944,179.54881,,53.05229,82.86871,85.28274,51.83785,,,,,17.86900
2015-05-20,163.00143,178.58362,179.37309,,52.98797,82.96767,85.46857,51.67633,,,,,17.64500
2015-05-21,163.49435,179.10376,179.89211,,53.06398,83.36359,85.97762,51.73334,,,,,17.53800
2015-05-22,163.13509,178.67593,179.51537,,53.10491,83.30701,85.78375,51.56232,,,,,17.53000
2015-05-26,161.38057,176.75485,177.56499,,52.99381,83.67465,86.31703,49.74762,,,,,17.27900
2015-05-27,162.86771,178.43263,179.26421,,53.11078,83.75953,86.26855,50.37469,,,,,17.53100
2015-05-28,162.71735,178.23131,179.02986,,53.08738,83.58279,86.34933,49.71912,,,,,17.66800
2015-05-29,161.65628,177.12393,177.94171,,53.16339,83.61809,86.39789,48.45547,,,,,17.59800
2015-06-01,162.03226,177.48473,178.25142,,53.25267,83.14950,86.01664,48.64549,,,,,17.61400
2015-06-02,161.86516,177.30852,178.10910,,53.15281,82.72411,85.41772,49.39608,,,,,17.58800
2015-06-03,162.30794,177.77831,178.61136,,52.86501,82.19234,84.68935,49.60510,,,,,17.78000
2015-06-04,160.98790,176.27670,177.17160,,52.69466,82.61777,85.10209,48.55048,,,,,17.48900
2015-06-05,160.66206,175.97469,176.77818,,52.53607,82.19945,84.48705,48.70250,,,,,18.04300
2015-06-08,159.66786,174.89247,175.69002,,52.53607,82.14272,84.60841,47.59087,,,,,17.68700
2015-06-09,159.62607,174.86739,175.63141,,52.44798,81.77405,84.33323,47.34385,,,,,17.67800
2015-06-10,161.52267,176.96452,177.71571,,52.51844,81.55429,84.00945,48.20845,,,,,18.17600
2015-06-11,162.02386,177.53499,178.31833,,52.62418,82.27739,84.67315,48.00892,,,,,18.06400
2015-06-12,160.83752,176.17599,176.96237,,52.43033,82.13567,84.62458,47.91391,,,,,17.87500
2015-06-15,160.09392,175.42102,176.22572,,52.18361,82.12146,84.82693,47.58138,,,,,17.40900
2015-06-16,161.02972,176.37735,177.20506,,52.47733,82.32703,85.15067,47.19183,,,,,17.62000
2015-06-17,161.30544,176.66257,177.44785,,52.43033,82.31997,85.19923,46.95430,,,,,17.68000
2015-06-18,162.90114,178.49976,179.23074,,52.62418,82.17110,85.13445,48.13243,,,,,17.86400
2015-06-19,161.95706,177.70734,178.16774,,52.65354,82.61064,85.58768,46.46975,,,,,17.76900
2015-06-22,163.06674,178.61780,179.44003,,52.75926,81.95835,84.86737,46.40324,,,,,17.86200
2015-06-23,163.18423,178.74422,179.52377,,52.72402,81.77405,84.60841,46.93530,,,,,17.86200
2015-06-24,162.01750,177.44600,178.25362,,52.58305,82.00091,84.85928,45.83318,,,,,17.42300
2015-06-25,161.51390,176.90651,177.68970,,52.42443,81.86623,84.64890,43.55292,,,,,17.38900
2015-06-26,161.51390,176.87279,177.74022,,52.27173,81.49049,84.24416,43.98997,,,,,17.38600
2015-06-29,158.09760,173.16376,174.00308,,51.91342,82.19945,85.22350,42.74533,,,,,16.78800
2015-06-30,158.50893,173.52618,174.41551,,52.16014,82.04342,84.98876,41.88073,,,,,17.00800
2015-07-01,159.70917,174.91713,175.77905,,52.16899,81.78038,84.54456,41.89973,,,,,17.00600
2015-07-02,159.59169,174.75700,175.56857,,52.36370,82.09324,84.84449,42.09925,,,,,17.25700
2015-07-06,159.13000,174.25954,175.10567,,52.19257,82.42030,85.44437,41.45318,,,,,17.24700
2015-07-07,160.11211,175.35545,176.18306,,52.23390,82.76160,85.67128,41.98524,,,,,17.36000
2015-07-08,157.39250,172.41342,173.21184,,51.97428,82.87535,86.01178,40.11353,,,,,17.22200
2015-07-09,157.67789,172.72537,173.52328,,52.09229,82.32785,85.41190,39.71449,,,,,17.44400
2015-07-10,159.68404,174.90025,175.73697,,52.39318,81.80170,84.82019,40.28455,,,,,17.57000
2015-07-13,161.47191,176.83064,177.67284,,52.44042,81.62395,84.59320,40.12303,,,,,17.71000
2015-07-14,162.18538,177.59776,178.41348,,52.38729,81.69510,84.86069,40.42706,,,,,18.07000
2015-07-15,162.11821,177.53870,178.34618,,52.38729,81.90839,85.18494,40.78811,,,,,18.28700
2015-07-16,163.36052,178.96335,179.74342,,52.46990,82.03632,85.15252,41.23466,,,,,18.63000
2015-07-17,163.55357,179.11510,179.93701,,52.32829,82.09324,85.16064,41.99474,,,,,18.56300
2015-07-20,163.62907,179.20789,180.00439,,52.08636,81.90128,84.99039,40.02802,,,,,18.40000
2015-07-21,162.98282,178.49974,179.30573,,51.99200,82.07189,85.22548,39.04941,,,,,18.15000
2015-07-22,162.66385,178.17938,178.96066,,51.65566,82.17856,85.33086,40.16103,,,,,18.37200
2015-07-23,161.73209,177.17622,177.99268,,51.62616,82.42030,85.67940,39.07792,,,,,17.98200
2015-07-24,160.04498,175.33861,176.12416,,51.47868,82.38475,85.76049,38.55536,,,,,18.14300
2015-07-27,159.13841,174.31859,175.06358,,51.26038,82.39185,86.04419,38.55536,,,,,17.81700
2015-07-28,161.06902,176.45978,177.24361,,51.53765,82.32785,85.80097,39.28693,,,,,20.20100
2015-07-29,162.21056,177.67365,178.43037,,51.83857,82.25675,85.67940,39.90451,,,,,20.44800
2015-07-30,162.23576,177.71574,178.48930,,51.99200,82.29945,85.77665,40.75010,,,,,20.48100
2015-07-31,161.95872,177.44600,178.23679,,51.90348,82.72600,86.27924,41.26316,,,,,20.38500
2015-08-03,161.45514,176.84753,177.63077,,51.80632,82.91854,86.54228,41.18715,,,,,20.35000
2015-08-04,161.13622,176.50189,177.26045,,51.83592,82.49786,86.09578,42.83084,,,,,21.48600
2015-08-05,161.69852,177.08350,177.92538,,51.76479,82.17699,85.76291,41.65270,,,,,21.62500
2015-08-06,160.46468,175.63362,176.49446,,51.55144,82.33385,86.06327,42.25127,,,,,21.30400
2015-08-07,160.04498,175.29646,176.06520,,51.39141,82.61907,86.40429,40.08503,,,,,21.56100
2015-08-10,162.07622,177.50505,178.29567,,51.53958,82.29112,86.04711,42.01374,,,,,21.88500
2015-08-11,160.59055,175.90334,176.68808,,51.30251,82.63332,86.61538,39.56247,,,,,21.54100
2015-08-12,160.73329,176.11412,176.85640,,51.23138,82.50498,86.58282,41.23466,,,,,21.69800
2015-08-13,160.55698,175.89494,176.67967,,51.16619,82.21980,86.35553,41.21566,,,,,21.87100
2015-08-14,161.17816,176.53558,177.28564,,51.19580,82.29820,86.26624,41.87123,,,,,21.88000
2015-08-17,162.07622,177.52188,178.32938,,51.19580,82.56206,86.42049,44.56003,,,,,22.16000
2015-08-18,161.58107,177.00769,177.82436,,51.13059,82.24829,86.28249,44.18949,,,,,21.77300
2015-08-19,160.30521,175.60832,176.39345,,51.08319,82.64761,86.81017,43.56242,,,,,21.86200
2015-08-20,156.93929,171.94144,172.64796,,50.83428,82.69753,87.04556,42.28927,,,,,20.95900
2015-08-21,151.96169,166.76550,167.33684,,50.65055,82.71890,87.39471,40.17054,,,,,20.40000
2015-08-24,145.76706,159.74355,160.35925,,50.23566,82.49075,87.54087,38.64086,,,,,19.60600
2015-08-25,143.99596,157.86374,158.47382,,50.33643,82.07006,87.06186,38.17531,,,,,19.60300
2015-08-26,149.71220,163.92476,164.70241,,50.75722,82.02016,86.52606,39.14442,,,,,20.11400
2015-08-27,153.37187,167.97945,168.75092,,51.13657,82.09859,86.47733,41.41518,,,,,20.08700
2015-08-28,153.37187,167.98784,168.74252,,51.18394,82.24829,86.49358,41.91873,,,,,20.09900
2015-08-31,152.02052,166.63065,167.28633,,51.11285,82.04153,86.34744,41.92823,,,,,19.87000
2015-09-01,147.37871,161.65715,162.21939,,50.94794,82.53850,86.73529,40.58858,,,,,19.60400
2015-09-02,150.35007,164.72549,165.42622,,51.15629,82.41695,86.49948,41.29166,,,,,19.70200
2015-09-03,150.47601,164.84355,165.56935,,51.22776,82.81025,86.71088,41.70021,,,,,19.83700
2015-09-04,148.14253,162.34834,163.00217,,51.17414,82.99620,86.97920,40.16103,,,,,19.54300
2015-09-08,151.93655,166.42838,167.21906,,51.45397,82.61003,86.59707,41.73821,,,,,20.12500
2015-09-09,149.88844,164.20290,164.89592,,51.38847,82.78880,86.62959,41.80472,,,,,19.83400
2015-09-10,150.72783,165.09647,165.77975,,51.51348,82.62435,86.43443,41.85223,,,,,19.84100
2015-09-11,151.35739,165.84669,166.58772,,51.49567,82.68152,86.66214,42.57431,,,,,20.11400
2015-09-14,150.78661,165.23131,165.93965,,51.40636,82.67444,86.74343,41.81422,,,,,20.09500
2015-09-15,152.75075,167.29662,168.01860,,51.39442,82.05225,86.06037,43.27739,,,,,20.79500
2015-09-16,154.08534,168.74652,169.52524,,51.20988,82.20242,86.03603,43.98997,,,,,20.98700
2015-09-17,153.68242,168.36717,169.09599,,51.25155,82.88178,86.75153,44.61704,,,,,20.99000
2015-09-18,151.19791,165.61581,166.27629,,51.10866,83.13205,87.15810,42.51730,,,,,20.66800
2015-09-21,151.97676,166.47166,167.15169,,51.01342,82.71014,86.66214,42.27977,,,,,20.85000
2015-09-22,149.99370,164.31090,165.04745,,50.64432,83.06773,87.09305,40.89262,,,,,20.70700
2015-09-23,149.72369,164.04820,164.76970,,50.55501,83.01764,86.99548,40.56008,,,,,20.82800
2015-09-24,149.25955,163.45509,164.18051,,50.30497,83.03197,87.12560,42.02324,,,,,20.51900
2015-09-25,149.15831,163.41267,164.07220,,50.04900,82.78168,86.89790,42.73582,,,,,20.51900
2015-09-28,145.40318,159.31155,159.97569,,49.28101,82.92471,87.39391,40.21804,,,,,19.52800
2015-09-29,145.47908,159.40471,160.00110,,49.27505,83.03197,87.69475,40.19904,,,,,19.47200
2015-09-30,148.27225,162.37891,163.10730,,49.58465,83.01764,87.71107,41.50069,,,,,19.64700
2015-10-01,148.68573,162.80258,163.55586,,49.26641,82.99900,87.77945,42.08975,,,,,19.93000
2015-10-02,150.83755,165.23451,165.95119,,49.31430,83.36477,88.20294,43.28689,,,,,19.88400
2015-10-05,153.54628,168.17484,168.95581,,49.90647,83.14246,87.71428,44.21799,,,,,20.09900
2015-10-06,153.03154,167.59865,168.32104,,50.18162,83.30742,87.89342,44.09448,,,,,19.75800
2015-10-07,154.31418,168.97137,169.70912,,50.69606,83.60146,87.67359,46.25122,,,,,19.95800
2015-10-08,155.67282,170.49661,171.26653,,50.90543,83.27155,87.44556,47.91391,,,,,19.95300
2015-10-09,155.75717,170.59831,171.39343,,50.91142,83.30742,87.49439,47.04931,,,,,20.52500
2015-10-12,155.94281,170.75928,171.54585,,50.81571,83.64448,87.78760,46.80228,,,,,20.61100
2015-10-13,154.90491,169.68312,170.43701,,50.69606,83.57993,87.86904,46.60276,,,,,19.93800
2015-10-14,154.17920,168.86969,169.58220,,50.66021,83.90984,88.34953,46.86879,,,,,19.67500
2015-10-15,156.49132,171.46259,172.18057,,50.77981,83.87398,88.04817,47.67638,,,,,19.97900
2015-10-16,157.12416,172.24216,172.94237,,51.01309,83.90267,87.97489,47.35335,,,,,20.31100
2015-10-19,157.30983,172.32687,173.07774,,51.15068,83.89548,87.93418,47.15382,,,,,20.37300
2015-10-20,157.10733,172.10657,172.82388,,51.19853,83.73772,87.63289,47.45786,,,,,19.71100
2015-10-21,156.08630,171.03893,171.81662,,51.14472,84.15363,87.93418,47.41035,,,,,19.03600
2015-10-22,158.78656,173.92839,174.64360,,51.16265,84.33295,88.02377,46.86879,,,,,19.49200
2015-10-23,160.51648,175.83495,176.60718,,51.34211,84.02457,87.52701,47.30584,,,,,18.81800
2015-10-26,160.13676,175.40277,176.20096,,51.28830,84.17517,87.75505,47.49586,,,,,19.62600
2015-10-27,159.82452,175.06384,175.86238,,51.12075,84.19670,87.97489,46.20372,,,,,16.82400
2015-10-28,161.68097,177.05515,177.83444,,51.25837,83.86679,87.51883,47.40085,,,,,17.88500
2015-10-29,161.62187,176.95351,177.74129,,51.12675,83.27869,86.98136,47.38185,,,,,17.43800
2015-10-30,160.80334,176.19084,176.93732,,51.18658,83.49384,87.15241,47.44836,,,,,17.20700
2015-11-02,162.71049,178.27531,179.09557,,51.34521,83.13496,86.90199,49.69061,,,,,17.61600
2015-11-03,163.22517,178.79219,179.54413,,51.39931,83.14216,86.67366,44.03747,,,,,17.71200
2015-11-04,162.76108,178.24992,179.07864,,51.24907,83.04868,86.58393,42.97335,,,,,18.02300
2015-11-05,162.55856,178.07196,178.85854,,51.05077,83.07020,86.52685,41.04464,,,,,17.69200
2015-11-06,162.49106,177.97873,178.79086,,50.80436,82.53081,85.93961,42.91634,,,,,17.76500
2015-11-09,160.97215,176.31790,177.07268,,50.59404,82.39414,85.79280,40.85461,,,,,17.48600
2015-11-10,161.27594,176.72459,177.50439,,50.47984,82.60274,85.95593,39.63848,,,,,17.44500
2015-11-11,160.65997,176.02985,176.81879,,50.35966,82.59556,85.91515,39.71449,,,,,17.48500
2015-11-12,158.50810,173.57249,174.33038,,50.02314,82.56678,85.96406,38.56485,,,,,17.27200
2015-11-13,156.67694,171.62358,172.38373,,49.87892,82.81136,86.29032,38.48885,,,,,16.88700
2015-11-16,159.08194,174.23341,175.04985,,50.11328,82.82568,86.40449,37.72876,,,,,17.15800
2015-11-17,158.88786,174.10631,174.82130,,50.14933,82.91202,86.38000,37.94728,,,,,17.19300
2015-11-18,161.44472,176.86871,177.63139,,50.24549,82.93358,86.33925,38.83088,,,,,17.48200
2015-11-19,161.36031,176.71617,177.46205,,49.79474,83.17815,86.52685,39.22993,,,,,17.30000
2015-11-20,161.95943,177.36020,178.26610,,49.78275,83.16376,86.41262,38.94490,,,,,17.32100
2015-11-23,161.77379,177.15686,177.92761,,49.74068,83.19252,86.52685,38.59336,,,,,17.36800
2015-11-24,162.03545,177.39410,178.18143,,49.80680,83.22128,86.60835,37.30121,,,,,17.33000
2015-11-25,161.98479,177.36870,178.18993,,49.86087,83.30039,86.65736,37.32021,,,,,17.54000
2015-11-27,162.14510,177.57204,178.34224,,49.93901,83.32914,86.74705,37.00668,,,,,17.55600
2015-11-30,161.48689,176.83485,177.63139,,49.90894,83.36510,86.77962,35.52451,,,,,17.33700
2015-12-01,163.04803,178.52106,179.37488,,50.26402,83.99189,87.24118,35.82854,,,,,17.71900
2015-12-02,161.32655,176.69928,177.52129,,50.16135,83.78996,86.99609,34.71692,,,,,17.61900
2015-12-03,159.03133,174.22493,174.99902,,50.02851,82.67917,86.08121,33.91883,,,,,17.35800
2015-12-04,162.15358,177.62286,178.41841,,49.91376,83.12638,86.39980,33.83332,,,,,17.68400
2015-12-07,161.13242,176.54672,177.31813,,49.56355,83.27064,86.67754,33.59579,,,,,17.37300
2015-12-08,160.10298,175.36043,176.15860,,48.94764,83.16241,86.72653,32.04712,,,,,17.54900
2015-12-09,158.90475,173.99617,174.77054,,49.20122,83.14081,86.85727,32.94972,,,,,17.25300
2015-12-10,159.26756,174.44525,175.21062,,48.99594,82.94604,86.66940,33.77631,,,,,17.27500
2015-12-11,156.09470,171.06435,171.72353,,48.01770,83.09032,87.36372,32.74070,,,,,17.41400
2015-12-14,157.03139,171.92860,172.81534,,47.60106,82.47724,86.71842,31.42955,,,,,17.52500
2015-12-15,158.66843,173.73351,174.51660,,48.38002,82.48443,86.49783,32.05662,,,,,17.89300
2015-12-16,160.89624,176.27559,177.03882,,48.74836,82.47001,86.26910,33.52929,,,,,17.71200
2015-12-17,158.55028,173.58948,174.42351,,48.20489,82.56377,86.62854,33.14924,,,,,17.35100
2015-12-18,155.60530,170.49698,171.15643,,48.02378,82.56377,86.93891,33.19675,,,,,17.57400
2015-12-21,156.98215,171.90338,172.62918,,47.87280,82.62148,86.97982,33.35827,,,,,17.73700
2015-12-22,158.39977,173.46324,174.22884,,48.45250,82.51329,86.73469,34.14685,,,,,17.71400
2015-12-23,160.30130,175.61130,176.42099,,48.76044,82.58540,86.53866,34.52690,,,,,17.74500
2015-12-24,160.02112,175.32150,176.06088,,48.86002,82.85448,86.69740,35.10646,,,,,17.76100
2015-12-28,159.67308,174.92093,175.64381,,48.56861,82.75321,86.71374,34.31787,,,,,17.64100
2015-12-29,161.45573,176.78764,177.65459,,48.84784,82.32646,86.25560,35.01145,,,,,18.06400
2015-12-30,160.26730,175.53459,176.34248,,48.88428,82.32646,86.28831,34.15636,,,,,17.89200
2015-12-31,158.67993,173.77869,174.55319,,48.91463,82.46393,86.38651,34.47939,,,,,17.92900
2016-01-04,156.45584,171.34932,172.10793,,48.62324,82.42049,86.75466,34.27987,,,,,17.11300
2016-01-05,156.73595,171.63919,172.46582,,48.71429,82.46393,86.73014,33.64330,,,,,17.17700
2016-01-06,154.74962,169.47412,170.20792,,48.71429,82.78940,87.25373,31.81909,,,,,16.92700
2016-01-07,150.98062,165.40811,166.13528,,48.39867,82.85448,87.44187,29.95688,,,,,16.10300
2016-01-08,149.37628,163.59248,164.29489,,48.27119,82.91957,87.66279,29.15879,,,,,14.81500
2016-01-11,149.39325,163.75453,164.46529,,48.19831,82.65200,87.38463,28.58873,,,,,15.24500
2016-01-12,150.63258,165.07574,165.73480,,48.24689,82.84001,87.77735,27.83814,,,,,15.61900
2016-01-13,146.94850,160.95860,161.70473,,47.71268,83.09321,88.12094,25.83342,,,,,15.03400
2016-01-14,149.33380,163.60101,164.26933,,47.92517,82.68091,87.94094,25.56739,,,,,15.25300
2016-01-15,146.13354,160.08914,160.81020,,47.29386,82.55794,88.35004,23.97121,,,,,14.99300
2016-01-19,146.29483,160.30226,160.89534,,47.12997,82.18903,88.23547,23.49615,,,,,14.63400
2016-01-20,144.58017,158.24794,159.02943,,46.81433,82.31202,88.66909,23.62917,,,,,14.96900
2016-01-21,145.28467,159.13445,159.85588,,47.12997,82.07336,88.44823,24.00921,,,,,15.02200
2016-01-22,148.26419,162.39919,163.15321,,47.85230,82.12395,88.25187,24.77880,,,,,14.99100
2016-01-25,146.06566,159.94420,160.66534,,47.37884,82.03718,88.54637,24.08522,,,,,14.58800
2016-01-26,148.04349,162.12640,162.84645,,47.80376,82.26865,88.61183,26.14695,,,,,14.71500
2016-01-27,146.36275,160.36192,161.09984,,47.73092,82.04440,88.67732,25.33936,,,,,14.23900
2016-01-28,147.16071,161.19731,161.97739,,47.97372,82.13845,88.79182,24.58878,,,,,16.72600
2016-01-29,150.88724,165.12686,165.81999,,48.13157,82.56516,89.26633,24.95932,,,,,17.25100
2016-02-01,150.75137,165.06717,165.80299,,47.84543,82.30184,89.06069,25.13984,,,,,17.33400
2016-02-02,148.01805,162.09230,162.81239,,47.50381,82.45415,89.69156,23.07811,,,,,17.18900
2016-02-03,148.88390,163.06400,163.68144,,47.73565,82.25104,89.59323,24.03771,,,,,17.14800
2016-02-04,149.07062,163.31975,164.03929,,47.58312,82.28733,89.80628,25.24435,,,,,16.78400
2016-02-05,146.26936,160.20851,160.90388,,47.21710,82.27283,89.92095,24.60778,,,,,15.64600
2016-02-08,144.25755,158.05188,158.73972,,46.66808,82.70081,90.59280,23.38214,,,,,15.50000
2016-02-09,144.30000,158.06038,158.68010,,46.49115,82.41790,90.60921,23.64817,,,,,15.19600
2016-02-10,144.20662,157.92406,158.60339,,46.42405,82.51948,90.87964,24.39876,,,,,15.01500
2016-02-11,142.35603,155.86978,156.62671,,46.11292,82.79512,91.29746,23.46765,,,,,14.95700
2016-02-12,145.27617,159.08327,159.79623,,46.80228,82.33089,90.60105,24.69329,,,,,15.19000
2016-02-16,147.71246,161.76834,162.45454,,46.84497,81.93914,90.33064,26.22296,,,,,15.23600
2016-02-17,150.13177,164.41078,165.14696,,47.22931,81.91734,90.10939,28.16118,,,,,15.66000
2016-02-18,149.49509,163.73740,164.48238,,47.27200,82.58475,90.52728,27.79064,,,,,14.93200
2016-02-19,149.46112,163.66074,164.38013,,47.36354,82.52675,90.52728,27.60062,,,,,15.32500
2016-02-22,151.60034,166.03035,166.75725,,47.77224,82.69356,90.43716,28.20868,,,,,15.46000
2016-02-23,149.69884,163.93344,164.72943,,47.67463,82.86046,90.61741,28.49372,,,,,15.25900
2016-02-24,150.40337,164.68359,165.47923,,47.75393,82.94022,90.61741,20.94036,,,,,15.65800
2016-02-25,152.21149,166.67821,167.42181,,48.01015,83.40452,90.88782,22.57455,,,,,15.81500
2016-02-26,151.93137,166.29462,167.12358,,48.33350,83.37553,90.44533,23.48665,,,,,15.85800
2016-02-29,150.57321,164.99048,165.72632,,48.85199,83.43356,90.59280,24.36075,,,,,16.08900
2016-03-01,154.28275,168.86890,169.71373,,49.62413,82.97881,89.88478,25.30136,,,,,17.23900
2016-03-02,154.93631,169.62750,170.46359,,49.28681,83.14615,89.72886,26.39398,,,,,16.82400
2016-03-03,155.50513,170.29236,171.06845,,49.45239,83.53902,89.83549,26.83103,,,,,17.07800
2016-03-04,156.00601,170.84644,171.66486,,49.59345,83.52445,89.53197,27.09706,,,,,16.89800
2016-03-07,156.17574,170.98279,171.83530,,49.65477,83.61908,89.35141,26.74552,,,,,16.87500
2016-03-08,154.41855,169.11603,169.87561,,49.30522,84.06287,89.86836,25.10184,,,,,16.76500
2016-03-09,155.26746,169.95139,170.75322,,49.42784,83.96833,89.51551,25.27285,,,,,16.82400
2016-03-10,155.35233,170.08780,170.84692,,49.77126,84.31753,89.19550,24.57928,,,,,16.71200
2016-03-11,157.87346,172.83257,173.67563,,50.37227,84.55761,88.94115,26.09945,,,,,17.05900
2016-03-14,157.63576,172.61092,173.43707,,50.23121,84.80500,89.00685,25.66240,,,,,16.80400
2016-03-15,157.43211,172.32961,173.14743,,49.76514,84.77587,88.99043,24.99732,,,,,16.58100
2016-03-16,158.37436,173.32692,174.25504,,50.09630,85.18333,89.45808,25.76691,,,,,16.73800
2016-03-17,159.37595,174.42650,175.35408,,50.41518,85.44527,89.55653,27.17307,,,,,16.89800
2016-03-18,159.97020,175.11194,176.00162,,50.53170,85.64167,89.71244,27.54361,,,,,17.51200
2016-03-21,160.21425,175.36043,176.25723,,50.47649,85.53983,89.45808,27.55311,,,,,17.55500
2016-03-22,160.12895,175.26619,176.15500,,50.34159,85.37980,89.26939,27.56261,,,,,17.57700
2016-03-23,159.10483,174.10945,174.06757,,50.10854,85.80906,89.67960,26.16595,,,,,16.94800
